0.05  0.007441181516724338  -0.001098065310097033
0.06  0.008837699379285163  -0.0012589791961580329
0.07  0.010714479708636837  -0.0014912989855334316
0.08  0.011604767397154941  -0.0015921302661232955
0.09  0.012986332761367646  -0.0017743698641434758
0.1  0.014724099955988073  -0.002025231738050386
0.13  0.01892242369829516  -0.002742382501110626
0.16  0.022452573132757336  -0.003577187756725456
0.2  0.027029724823679036  -0.005013226240590737
0.25  0.03379225696567385  -0.0076641563165738315
0.3  0.03786742225711283  -0.010467174741243557
0.4  0.04826242363804245  -0.019226305368667495
0.5  0.06365758165059404  -0.036077969585115215
0.6  0.09472760916780976  -0.07960128089901494
