0.05  -9.636838851949615e-05  1.0282581458477142e-05
0.06  -0.00014546093827160487  1.5699409520161475e-05
0.07  -0.00021295283225317737  2.3011800811973737e-05
0.08  -0.0002857484054560328  3.053507491542601e-05
0.09  -0.0003751686025963836  4.054899419503773e-05
0.1  -0.00048132420621108384  5.143471626716803e-05
0.13  -0.0009326529035074227  9.972747323155568e-05
0.16  -0.0014997391433670434  0.00016091999433981915
0.2  -0.0026394112087514327  0.00028971285446345547
0.25  -0.004715089179548159  0.0005668812802523739
0.3  -0.00748410285339782  0.0010606635536836342
0.4  -0.014703834516218928  0.003010787781553242
0.5  -0.027046222164830106  0.008270764733359907
0.6  -0.05260128279883382  0.023861376879557597
