0.05  -0.010429576235452863  -0.0015368880231574175
0.06  -0.012324753121284185  -0.0017540096717394177
0.07  -0.014659036173171765  -0.002038864250070135
0.08  -0.01660190474787773  -0.002280405193772969
0.09  -0.018241650151796247  -0.002496069997606886
0.1  -0.02096582121264198  -0.002883161579754803
0.13  -0.026634999999999992  -0.0038695740132903785
0.16  -0.03217868896578238  -0.005126359246315481
0.2  -0.03888751933372993  -0.007260981274529779
0.25  -0.046295825510204044  -0.010561090770707068
0.3  -0.05362602694822557  -0.01490055266029158
0.4  -0.0699548538011696  -0.027888653214952954
0.5  -0.09678684953173776  -0.055912339936422376
0.6  -0.1398100034331014  -0.11887881368491593
