0.05  -0.0028124813498130387  -0.00041519219670536043
0.06  -0.0033499812115726727  -0.0004770860017211883
0.07  -0.0038886023179617577  -0.0005413937244238982
0.08  -0.0043906401902497035  -0.0006041890845427443
0.09  -0.0052308283682490865  -0.0007140081113209141
0.1  -0.005691861490249525  -0.0007816815807311143
0.13  -0.00729728923279219  -0.001058215795047818
0.16  -0.008742638856257779  -0.0013897997400816565
0.2  -0.011110469884060704  -0.0020680897885808026
0.25  -0.013028845707260433  -0.0029639313897800927
0.3  -0.014758901333333324  -0.004080316784420298
0.4  -0.019856465608465608  -0.007804798420372445
0.5  -0.02758995000913074  -0.01574121819333125
0.6  -0.03903433085559547  -0.03306968530695105
