0.05  7.957018996755004e-05  -8.489134162040296e-06
0.06  0.00011910255802469137  -1.2853834382070428e-05
0.07  0.00017894755829903978  -1.938886530295509e-05
0.08  0.0002359989256925054  -2.5207700164500567e-05
0.09  0.00033435212824069763  -3.607276260151296e-05
0.1  0.0004164667455621302  -4.437717025449192e-05
0.13  0.0008121119448706337  -8.748672897376985e-05
0.16  0.0013705470277199162  -0.00014687661278856172
0.2  0.0024677079062796186  -0.00027148049969611396
0.25  0.004156122679945676  -0.0004982665016579643
0.3  0.006617755729066368  -0.00094317568728916
0.4  0.015208518678048403  -0.0031094597268029704
0.5  0.028154143169232343  -0.00861658711567724
0.6  0.04990697816326531  -0.022401816745986562
