0.05  0.003472949672988056  -0.0005118830529640342
0.06  0.004132834666666667  -0.0005878580926999831
0.07  0.004837826989619375  -0.0006731014739048133
0.08  0.005304503849366206  -0.0007274757592609999
0.09  0.005817342656249997  -0.000796121627296913
0.1  0.006629443224706051  -0.0009120481732080853
0.13  0.008360466300815172  -0.0012143664879485359
0.16  0.010074372338284421  -0.001603857706521185
0.2  0.012114887974394152  -0.002267670588441774
0.25  0.014618924267485822  -0.0033350717988868015
0.3  0.016830113777059525  -0.004678103845146348
0.4  0.020297514863258034  -0.008082654258287235
0.5  0.027168300288234783  -0.015621233115524808
0.6  0.040814272303207  -0.034332079478916915
