0.025  0.091
0.075  1.023809523809524
0.125  1.4742857142857144
0.175  1.8204081632653062
0.225  1.9365079365079363
0.275  1.9090909090909087
0.325  1.758241758241758
0.375  1.5619047619047617
0.425  1.3025210084033614
0.475  1.0751879699248121
0.525  0.8775510204081632
0.575  0.7142857142857143
0.625  0.556
0.675  0.4386243386243386
0.725  0.35467980295566504
0.775  0.2806451612903226
0.825  0.2220779220779221
0.875  0.18571428571428572
0.925  0.15019305019305018
0.975  0.11758241758241758
1.02  0.09663865546218486
1.07  0.08477970627503338
1.12  0.07238520408163264
1.18  0.0599273607748184
1.23  0.04819976771196283
1.27  0.03796400449943758
1.32  0.031385281385281384
1.38  0.027432712215320915
1.43  0.02425074925074925
1.48  0.02101833976833977
1.52  0.01853853383458647
1.57  0.015445859872611465
1.62  0.01261022927689594
1.68  0.009651360544217688
1.73  0.007782824112303881
1.77  0.006799838579499597
1.82  0.005926216640502355
1.88  0.005015197568389058
1.93  0.00420059215396003
1.98  0.003336940836940837
