0.01  71.0909090909091
0.03  18.6
0.05  9.854545454545455
0.07  6.4
0.09  4.472727272727273
0.11  3.3636363636363638
0.13  2.5345454545454547
0.15  1.9981818181818183
0.17  1.5990909090909091
0.19  1.2990909090909089
0.21  1.0645454545454545
0.23  0.8763636363636365
0.25  0.7381818181818182
0.27  0.6336363636363637
0.29  0.5327272727272727
0.31  0.45818181818181825
0.33  0.3972727272727273
0.35  0.34909090909090906
0.37  0.3081818181818182
0.39  0.2727272727272727
0.41  0.24636363636363637
0.43  0.21909090909090911
0.45  0.1972727272727273
0.47  0.17927272727272725
0.49  0.16236363636363635
0.51  0.14981818181818182
0.53  0.13736363636363635
0.55  0.12563636363636363
0.57  0.117
0.59  0.10663636363636364
0.61  0.09872727272727272
0.63  0.09218181818181818
0.65  0.08581818181818181
0.67  0.08018181818181819
0.69  0.07290909090909091
0.71  0.06772727272727273
0.73  0.062
0.75  0.05736363636363637
0.77  0.05245454545454545
0.79  0.047090909090909086
0.81  0.0419090909090909
0.83  0.037454545454545456
0.85  0.03227272727272727
0.87  0.032090909090909094
0.89  0.028181818181818183
0.91  0.022009090909090912
0.93  0.014018181818181819
0.95  0.0025436363636363634
0.97  0.0008663636363636364
0.99  8.154545454545454e-07
