0.002  0.456896551724138  0.4567243351515558  0.4576067099994319  0.5414359945014621  0.3654695539037251
0.004  0.9051724137931035  0.9048312300172332  0.90657933113095  1.0726562155217645  0.7240434558470026
0.006  1.3551724137931036  1.3546616129400864  1.357278770036051  1.6059195912382989  1.0839964881823696
0.008  1.827586206896552  1.8268973406062232  1.8304268399977277  2.1657439780058483  1.4618782156149004
0.01  2.224137931034483  2.22329959375663  2.227594927921763  2.6356695581391927  1.7790782057954921
0.03  5.758620689655173  5.756450110966779  5.767571363766424  6.824136685414653  4.6062955095790254
0.05  7.310344827586208  7.307589362424893  7.321707359990911  8.662975912023393  5.847512862459602
0.07  6.913793103448276  6.911187109274485  6.924539272066874  8.193050331890047  5.530312872279009
0.09  5.655172413793103  5.653040827536238  5.663962297351459  6.701547403640737  4.523547686053654
0.11  4.327586206896552  4.3259550235109625  4.334312611692732  5.128318287542149  3.4616172841447166
0.13  3.2758620689655173  3.274627308633796  3.280953769807247  3.881993922840671  2.6203477449701045
0.15  2.5172413793103448  2.516292563476496  2.521153949430832  2.9830058564986213  2.013530372450712
0.17  1.9482758620689655  1.9475415046085207  1.9513040841485207  2.3087648067420834  1.5584173430611672
0.19  1.5482758620689656  1.5476922753437627  1.5506823606773201  1.8347529172162753  1.2384590920963967
0.21  1.2517241379310344  1.2512523295095452  1.253669703621085  1.4833303094643828  1.0012486646569978
0.23  1.0051724137931035  1.0047935373334227  1.0067347619987501  1.1911591879032164  0.8040330185881952
0.25  0.8224137931034483  0.8221038032728004  0.8236920779989774  0.9745847901026317  0.6578451970267052
0.27  0.6551724137931035  0.6549254617267593  0.6561907539614494  0.7763987845681343  0.5240695489940209
0.29  0.5206896551724138  0.520493393267056  0.521498967621994  0.6170327182620435  0.4164973784110376
0.31  0.41551724137931034  0.4153606217793394  0.4161630834334456  0.49240028179189566  0.3323704244935764
0.33  0.3224137931034483  0.32229226669185257  0.3229149236599765  0.38206992819537133  0.25789738332074186
0.35  0.25517241379310346  0.25507623246200095  0.25556903049024876  0.30238689504232596  0.20411129802925024
0.37  0.19827586206896555  0.19820112657520347  0.19858404396201762  0.23496279006667223  0.1585999950902958
0.39  0.15568965517241382  0.15563097156296413  0.1559316449545234  0.1844968690697435  0.12453547440568445
0.41  0.1203448275862069  0.12029946639086263  0.12053188059607678  0.1426121977969889  0.09626330136784911
