0.02  0.014683333333333335
0.04  0.029333333333333336
0.06  0.043833333333333335
0.08  0.057999999999999996
0.1  0.07200000000000001
0.12  0.08666666666666667
0.14  0.09916666666666667
0.16  0.11383333333333334
0.18  0.12916666666666668
0.2  0.1431666666666667
0.6  0.35333333333333333
1.0  0.4116666666666667
1.4  0.3516666666666667
1.8  0.26333333333333336
2.2  0.19
2.6  0.1375
3.0  0.10500000000000001
3.4  0.0805
3.8  0.06316666666666668
4.2  0.04966666666666667
4.6  0.03866666666666667
5.0  0.029833333333333333
5.4  0.022666666666666665
5.8  0.016483333333333332
6.2  0.012566666666666667
6.6  0.009483333333333333
7.0  0.006966666666666666
7.4  0.005116666666666667
7.8  0.0036333333333333335
8.2  0.0025499999999999997
8.6  0.0010383333333333334
9.0  -0.000295
