0.002  0.456896551724138
0.004  0.9120689655172415
0.006  1.3586206896551725
0.008  1.7931034482758623
0.01  2.241379310344828
0.03  5.810344827586207
0.05  7.293103448275863
0.07  6.8965517241379315
0.09  5.637931034482759
0.11  4.344827586206897
0.13  3.224137931034483
0.15  2.5
0.17  1.9482758620689655
0.19  1.5586206896551726
0.21  1.2551724137931035
0.23  1.0155172413793103
0.25  0.8224137931034483
0.27  0.6603448275862069
0.29  0.5275862068965518
0.31  0.4086206896551724
0.33  0.32758620689655177
0.35  0.253448275862069
0.37  0.2
0.39  0.15517241379310345
0.41  0.15517241379310345
