
# Curve 0 of 1, 100 points
# Curve title: "'../fig3_pip_e-_p2.dat' using 1:($2-$3)"
# x y type
 0.05  8.80593e-05  i
 0.0513131  9.39954e-05  i
 0.0526263  0.000100251  i
 0.0539394  0.000106796  i
 0.0552526  0.000113612  i
 0.0565661  0.000120686  i
 0.05788  0.000128015  i
 0.0591949  0.000135599  i
 0.0605114  0.000143446  i
 0.0618304  0.000151573  i
 0.0631531  0.000159999  i
 0.0644811  0.000168753  i
 0.0658163  0.00017787  i
 0.0671608  0.000187392  i
 0.0685171  0.000197371  i
 0.0698883  0.000207863  i
 0.0712774  0.000218936  i
 0.0726881  0.000230662  i
 0.074124  0.000243125  i
 0.0755893  0.000256415  i
 0.0770882  0.000270631  i
 0.078625  0.000285883  i
 0.0802044  0.000302285  i
 0.081831  0.000319962  i
 0.0835095  0.000339049  i
 0.0852445  0.000359686  i
 0.0870409  0.000382026  i
 0.0889033  0.000406228  i
 0.0908361  0.00043246  i
 0.092844  0.000460902  i
 0.0949312  0.000491743  i
 0.0971019  0.00052518  i
 0.09936  0.000561426  i
 0.101709  0.000600702  i
 0.104154  0.000643245  i
 0.106697  0.000689303  i
 0.109341  0.000739144  i
 0.112089  0.000793049  i
 0.114946  0.00085132  i
 0.117912  0.000914281  i
 0.120991  0.000982277  i
 0.124184  0.00105568  i
 0.127495  0.0011349  i
 0.130925  0.00122035  i
 0.134477  0.00131252  i
 0.138151  0.00141191  i
 0.141951  0.00151906  i
 0.145877  0.00163458  i
 0.149933  0.00175912  i
 0.15412  0.00189338  i
 0.15844  0.00203814  i
 0.162896  0.00219422  i
 0.167489  0.00236254  i
 0.172222  0.0025441  i
 0.177098  0.00273996  i
 0.18212  0.00295129  i
 0.18729  0.00317937  i
 0.192613  0.00342557  i
 0.198092  0.00369136  i
 0.20373  0.00397837  i
 0.209533  0.00428832  i
 0.215504  0.00462308  i
 0.221648  0.00498466  i
 0.22797  0.00537521  i
 0.234475  0.00579706  i
 0.24117  0.00625266  i
 0.248059  0.00674467  i
 0.255148  0.00727588  i
 0.262444  0.00784929  i
 0.269953  0.00846808  i
 0.277681  0.00913561  i
 0.285633  0.00985542  i
 0.293816  0.0106313  i
 0.302235  0.0114671  i
 0.310896  0.012367  i
 0.319803  0.0133354  i
 0.328961  0.0143768  i
 0.338373  0.015496  i
 0.348042  0.0166978  i
 0.35797  0.0179876  i
 0.368157  0.0193705  i
 0.378602  0.0208523  i
 0.389304  0.0224387  i
 0.400259  0.0241357  i
 0.411461  0.0259495  i
 0.422903  0.0278865  i
 0.434575  0.0299535  i
 0.446467  0.0321575  i
 0.458565  0.0345055  i
 0.470855  0.0370052  i
 0.483319  0.0396643  i
 0.495938  0.0424912  i
 0.508692  0.0454945  i
 0.52156  0.0486832  i
 0.534521  0.0520672  i
 0.547551  0.0556569  i
 0.560632  0.0594632  i
 0.573743  0.0634984  i
 0.586869  0.0677755  i
 0.6  0.0723088  o

