
# Curve 0 of 1, 100 points
# Curve title: "'../fig3_pim_e-_p3.dat' using 1:($2-$3)"
# x y type
 0.05 -0.00889269  i
 0.0513131 -0.00911579  i
 0.0526263 -0.00934361  i
 0.0539394 -0.0095751  i
 0.0552526 -0.00980935  i
 0.0565661 -0.0100456  i
 0.05788 -0.0102832  i
 0.0591949 -0.0105218  i
 0.0605114 -0.010761  i
 0.0618304 -0.0110006  i
 0.0631531 -0.0112405  i
 0.0644811 -0.0114809  i
 0.0658163 -0.0117219  i
 0.0671608 -0.0119637  i
 0.0685171 -0.0122067  i
 0.0698883 -0.0124513  i
 0.0712774 -0.0126981  i
 0.0726881 -0.0129476  i
 0.074124 -0.0132004  i
 0.0755893 -0.013457  i
 0.0770882 -0.0137182  i
 0.078625 -0.0139845  i
 0.0802044 -0.0142566  i
 0.081831 -0.0145351  i
 0.0835095 -0.0148207  i
 0.0852445 -0.0151138  i
 0.0870409 -0.015415  i
 0.0889033 -0.0157248  i
 0.0908361 -0.0160436  i
 0.092844 -0.0163718  i
 0.0949312 -0.0167097  i
 0.0971019 -0.0170576  i
 0.09936 -0.0174156  i
 0.101709 -0.0177839  i
 0.104154 -0.0181626  i
 0.106697 -0.0185516  i
 0.109341 -0.0189509  i
 0.112089 -0.0193604  i
 0.114946 -0.0197798  i
 0.117912 -0.0202089  i
 0.120991 -0.0206475  i
 0.124184 -0.021095  i
 0.127495 -0.0215513  i
 0.130925 -0.0220157  i
 0.134477 -0.0224878  i
 0.138151 -0.022967  i
 0.141951 -0.0234529  i
 0.145877 -0.0239447  i
 0.149933 -0.0244419  i
 0.15412 -0.0249437  i
 0.15844 -0.0254495  i
 0.162896 -0.0259586  i
 0.167489 -0.0264703  i
 0.172222 -0.0269838  i
 0.177098 -0.0274982  i
 0.18212 -0.028013  i
 0.18729 -0.0285271  i
 0.192613 -0.0290399  i
 0.198092 -0.0295504  i
 0.20373 -0.0300577  i
 0.209533 -0.0305611  i
 0.215504 -0.0310594  i
 0.221648 -0.0315518  i
 0.22797 -0.0320372  i
 0.234475 -0.0325146  i
 0.24117 -0.0329827  i
 0.248059 -0.0334405  i
 0.255148 -0.0338865  i
 0.262444 -0.0343194  i
 0.269953 -0.0347377  i
 0.277681 -0.0351397  i
 0.285633 -0.0355236  i
 0.293816 -0.0358876  i
 0.302235 -0.0362294  i
 0.310896 -0.0365468  i
 0.319803 -0.036837  i
 0.328961 -0.0370973  i
 0.338373 -0.0373245  i
 0.348042 -0.037515  i
 0.35797 -0.0376651  i
 0.368157 -0.0377705  i
 0.378602 -0.0378264  i
 0.389304 -0.0378276  i
 0.400259 -0.0377684  i
 0.411461 -0.0376424  i
 0.422903 -0.0374426  i
 0.434575 -0.0371614  i
 0.446467 -0.0367902  i
 0.458565 -0.0363199  i
 0.470855 -0.0357402  i
 0.483319 -0.0350401  i
 0.495938 -0.0342074  i
 0.508692 -0.033229  i
 0.52156 -0.0320905  i
 0.534521 -0.0307763  i
 0.547551 -0.0292696  i
 0.560632 -0.0275522  i
 0.573743 -0.0256043  i
 0.586869 -0.0234049  i
 0.6 -0.0209312  o

