
# Curve 0 of 1, 100 points
# Curve title: "'../fig3_pim_e-_p1.dat' using 1:($2+$3)"
# x y type
 0.05 -0.00322767  i
 0.0513131 -0.0033064  i
 0.0526263 -0.00338515  i
 0.0539394 -0.00346395  i
 0.0552526 -0.00354286  i
 0.0565661 -0.00362197  i
 0.05788 -0.00370138  i
 0.0591949 -0.00378123  i
 0.0605114 -0.00386164  i
 0.0618304 -0.00394274  i
 0.0631531 -0.00402467  i
 0.0644811 -0.00410757  i
 0.0658163 -0.00419159  i
 0.0671608 -0.00427687  i
 0.0685171 -0.00436358  i
 0.0698883 -0.00445187  i
 0.0712774 -0.00454192  i
 0.0726881 -0.0046339  i
 0.074124 -0.00472801  i
 0.0755893 -0.00482444  i
 0.0770882 -0.0049234  i
 0.078625 -0.0050251  i
 0.0802044 -0.00512977  i
 0.081831 -0.00523763  i
 0.0835095 -0.00534893  i
 0.0852445 -0.00546391  i
 0.0870409 -0.00558281  i
 0.0889033 -0.00570588  i
 0.0908361 -0.00583338  i
 0.092844 -0.00596556  i
 0.0949312 -0.00610267  i
 0.0971019 -0.00624496  i
 0.09936 -0.00639267  i
 0.101709 -0.00654605  i
 0.104154 -0.00670534  i
 0.106697 -0.00687077  i
 0.109341 -0.00704257  i
 0.112089 -0.00722096  i
 0.114946 -0.00740616  i
 0.117912 -0.00759839  i
 0.120991 -0.00779786  i
 0.124184 -0.00800478  i
 0.127495 -0.00821937  i
 0.130925 -0.00844183  i
 0.134477 -0.0086724  i
 0.138151 -0.00891131  i
 0.141951 -0.0091588  i
 0.145877 -0.00941512  i
 0.149933 -0.00968058  i
 0.15412 -0.00995547  i
 0.15844 -0.0102401  i
 0.162896 -0.010535  i
 0.167489 -0.0108404  i
 0.172222 -0.0111568  i
 0.177098 -0.0114849  i
 0.18212 -0.0118252  i
 0.18729 -0.0121783  i
 0.192613 -0.012545  i
 0.198092 -0.0129263  i
 0.20373 -0.0133229  i
 0.209533 -0.013736  i
 0.215504 -0.0141667  i
 0.221648 -0.0146164  i
 0.22797 -0.0150864  i
 0.234475 -0.0155783  i
 0.24117 -0.0160938  i
 0.248059 -0.0166349  i
 0.255148 -0.0172035  i
 0.262444 -0.0178018  i
 0.269953 -0.0184324  i
 0.277681 -0.0190976  i
 0.285633 -0.0198004  i
 0.293816 -0.0205436  i
 0.302235 -0.0213304  i
 0.310896 -0.0221642  i
 0.319803 -0.0230486  i
 0.328961 -0.0239873  i
 0.338373 -0.0249842  i
 0.348042 -0.0260435  i
 0.35797 -0.0271696  i
 0.368157 -0.0283671  i
 0.378602 -0.0296406  i
 0.389304 -0.0309951  i
 0.400259 -0.0324358  i
 0.411461 -0.0339679  i
 0.422903 -0.0355969  i
 0.434575 -0.0373285  i
 0.446467 -0.0391684  i
 0.458565 -0.0411227  i
 0.470855 -0.0431975  i
 0.483319 -0.0453992  i
 0.495938 -0.0477344  i
 0.508692 -0.0502099  i
 0.52156 -0.0528328  i
 0.534521 -0.0556104  i
 0.547551 -0.0585504  i
 0.560632 -0.0616609  i
 0.573743 -0.0649505  i
 0.586869 -0.0684282  i
 0.6 -0.072104  o

