
# Curve 0 of 1, 100 points
# Curve title: "'../fig3_pim_e-_p2.dat' using 1:($2+$3)"
# x y type
 0.05 -0.00617815  i
 0.0513131 -0.00630457  i
 0.0526263 -0.00643872  i
 0.0539394 -0.00657883  i
 0.0552526 -0.00672351  i
 0.0565661 -0.00687175  i
 0.05788 -0.00702275  i
 0.0591949 -0.00717599  i
 0.0605114 -0.00733111  i
 0.0618304 -0.00748789  i
 0.0631531 -0.00764626  i
 0.0644811 -0.00780624  i
 0.0658163 -0.00796793  i
 0.0671608 -0.00813153  i
 0.0685171 -0.00829727  i
 0.0698883 -0.00846544  i
 0.0712774 -0.00863639  i
 0.0726881 -0.00881049  i
 0.074124 -0.00898814  i
 0.0755893 -0.00916978  i
 0.0770882 -0.00935585  i
 0.078625 -0.00954683  i
 0.0802044 -0.00974319  i
 0.081831 -0.00994543  i
 0.0835095 -0.010154  i
 0.0852445 -0.0103695  i
 0.0870409 -0.0105924  i
 0.0889033 -0.0108231  i
 0.0908361 -0.0110622  i
 0.092844 -0.0113102  i
 0.0949312 -0.0115674  i
 0.0971019 -0.0118345  i
 0.09936 -0.0121118  i
 0.101709 -0.0123997  i
 0.104154 -0.0126988  i
 0.106697 -0.0130095  i
 0.109341 -0.013332  i
 0.112089 -0.0136669  i
 0.114946 -0.0140146  i
 0.117912 -0.0143754  i
 0.120991 -0.0147498  i
 0.124184 -0.0151381  i
 0.127495 -0.0155407  i
 0.130925 -0.0159582  i
 0.134477 -0.0163908  i
 0.138151 -0.0168392  i
 0.141951 -0.0173038  i
 0.145877 -0.0177852  i
 0.149933 -0.0182841  i
 0.15412 -0.018801  i
 0.15844 -0.0193369  i
 0.162896 -0.0198924  i
 0.167489 -0.0204687  i
 0.172222 -0.0210666  i
 0.177098 -0.0216876  i
 0.18212 -0.0223327  i
 0.18729 -0.0230036  i
 0.192613 -0.0237018  i
 0.198092 -0.0244293  i
 0.20373 -0.0251879  i
 0.209533 -0.0259799  i
 0.215504 -0.0268077  i
 0.221648 -0.0276739  i
 0.22797 -0.0285816  i
 0.234475 -0.0295337  i
 0.24117 -0.0305338  i
 0.248059 -0.0315855  i
 0.255148 -0.0326928  i
 0.262444 -0.03386  i
 0.269953 -0.0350915  i
 0.277681 -0.0363923  i
 0.285633 -0.0377675  i
 0.293816 -0.0392226  i
 0.302235 -0.0407633  i
 0.310896 -0.0423957  i
 0.319803 -0.0441261  i
 0.328961 -0.0459613  i
 0.338373 -0.0479082  i
 0.348042 -0.0499739  i
 0.35797 -0.052166  i
 0.368157 -0.0544923  i
 0.378602 -0.0569607  i
 0.389304 -0.0595795  i
 0.400259 -0.0623573  i
 0.411461 -0.0653028  i
 0.422903 -0.0684251  i
 0.434575 -0.0717334  i
 0.446467 -0.0752373  i
 0.458565 -0.0789467  i
 0.470855 -0.0828717  i
 0.483319 -0.0870232  i
 0.495938 -0.0914121  i
 0.508692 -0.0960503  i
 0.52156 -0.10095  i
 0.534521 -0.106125  i
 0.547551 -0.111588  i
 0.560632 -0.117357  i
 0.573743 -0.123447  i
 0.586869 -0.129878  o
 0.6 -0.136671  o

