
# Curve 0 of 1, 100 points
# Curve title: "'../fig3_pim_e-_p1.dat' using 1:($2-$3)"
# x y type
 0.05 -0.00239729  i
 0.0513131 -0.00245972  i
 0.0526263 -0.00252211  i
 0.0539394 -0.00258447  i
 0.0552526 -0.00264683  i
 0.0565661 -0.00270928  i
 0.05788 -0.00277188  i
 0.0591949 -0.00283473  i
 0.0605114 -0.00289792  i
 0.0618304 -0.00296154  i
 0.0631531 -0.00302569  i
 0.0644811 -0.00309047  i
 0.0658163 -0.00315596  i
 0.0671608 -0.00322227  i
 0.0685171 -0.0032895  i
 0.0698883 -0.00335774  i
 0.0712774 -0.0034271  i
 0.0726881 -0.00349767  i
 0.074124 -0.00356957  i
 0.0755893 -0.0036429  i
 0.0770882 -0.00371778  i
 0.078625 -0.00379431  i
 0.0802044 -0.00387261  i
 0.081831 -0.00395278  i
 0.0835095 -0.00403495  i
 0.0852445 -0.00411922  i
 0.0870409 -0.00420571  i
 0.0889033 -0.0042945  i
 0.0908361 -0.0043857  i
 0.092844 -0.00447941  i
 0.0949312 -0.00457569  i
 0.0971019 -0.00467464  i
 0.09936 -0.0047763  i
 0.101709 -0.00488074  i
 0.104154 -0.00498799  i
 0.106697 -0.00509808  i
 0.109341 -0.00521101  i
 0.112089 -0.00532679  i
 0.114946 -0.00544539  i
 0.117912 -0.00556679  i
 0.120991 -0.00569093  i
 0.124184 -0.00581774  i
 0.127495 -0.00594714  i
 0.130925 -0.00607904  i
 0.134477 -0.00621332  i
 0.138151 -0.00634984  i
 0.141951 -0.00648847  i
 0.145877 -0.00662905  i
 0.149933 -0.0067714  i
 0.15412 -0.00691534  i
 0.15844 -0.00706068  i
 0.162896 -0.00720721  i
 0.167489 -0.00735471  i
 0.172222 -0.00750295  i
 0.177098 -0.00765172  i
 0.18212 -0.00780075  i
 0.18729 -0.00794982  i
 0.192613 -0.00809865  i
 0.198092 -0.00824701  i
 0.20373 -0.00839461  i
 0.209533 -0.0085412  i
 0.215504 -0.00868649  i
 0.221648 -0.0088302  i
 0.22797 -0.00897204  i
 0.234475 -0.00911172  i
 0.24117 -0.00924892  i
 0.248059 -0.00938331  i
 0.255148 -0.00951455  i
 0.262444 -0.00964227  i
 0.269953 -0.00976609  i
 0.277681 -0.00988557  i
 0.285633 -0.0100003  i
 0.293816 -0.0101097  i
 0.302235 -0.0102132  i
 0.310896 -0.0103102  i
 0.319803 -0.0104001  i
 0.328961 -0.010482  i
 0.338373 -0.0105551  i
 0.348042 -0.0106184  i
 0.35797 -0.0106707  i
 0.368157 -0.010711  i
 0.378602 -0.0107377  i
 0.389304 -0.0107493  i
 0.400259 -0.0107441  i
 0.411461 -0.0107201  i
 0.422903 -0.0106752  i
 0.434575 -0.010607  i
 0.446467 -0.0105127  i
 0.458565 -0.0103896  i
 0.470855 -0.0102343  i
 0.483319 -0.0100433  i
 0.495938 -0.00981275  i
 0.508692 -0.00953846  i
 0.52156 -0.00921587  i
 0.534521 -0.00884006  i
 0.547551 -0.00840574  i
 0.560632 -0.00790726  i
 0.573743 -0.00733857  i
 0.586869 -0.00669329  i
 0.6 -0.00596465  o

